ID,Prompt,R.Manual,SQL.Manual,Python.Manual,Category,Tables
16,In which year was the transaction count the highest?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)",date,lessTrans
16,Can you identify the year with the maximum number of transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)",date,lessTrans
16,What year boasts the record for most transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)",date,lessTrans
16,I'd like to know the year that registered the greatest number of transactions.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(month = month(timestamp), year = year(timestamp)) %>% group_by(year) %>% summarize(num_transactions = n(), .groups = 'drop') %>% arrange(desc(num_transactions)) %>% select(year) %>% slice(1)",date,lessTrans
17,Which day of the week has the least transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)",date,lessTrans
17,Can you identify the day of the week recording the fewest transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)",date,lessTrans
17,On what day of the week do we observe the smallest number of transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)",date,lessTrans
17,What day of the week is associated with the least activity in terms of transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)",date,lessTrans
17,Find which day of the week experiences the lowest volume of transactions.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% mutate(dow = wday(timestamp, TRUE)) %>% group_by(dow) %>% summarize(num_transactions = n()) %>% arrange(num_transactions) %>% select(-num_transactions) %>% slice(1)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = month(min(timestamp)), latest = month(max(timestamp)))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = month(min(timestamp)), latest = month(max(timestamp)))",date,lessTrans
18,"Which transaction had the largest amount in ETH from December 20, 2021 to January 1, 2024?","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)",date,lessTrans
18,"From the 'lessTrans' data frame, what is the maximum 'amountETH' of a transaction between December 20, 2021, and January 1, 2024?","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)",date,lessTrans
18,"Can you find the transaction with the highest 'amountETH' that took place between December 20, 2021, and January 1, 2024 in the 'lessTrans' data frame?","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)",date,lessTrans
18,"Within the 'lessTrans' data, identify the transaction that recorded the largest 'amountETH' during the period from December 20, 2021, to January 1, 2024.","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)",date,lessTrans
18,"From the data frame 'lessTrans', retrieve the transaction with the greatest 'amountETH' figure between the dates of December 20, 2021, and January 1, 2024.","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)","lessTrans %>% mutate(date = as_datetime(timestamp)) %>% filter(date >= mdy(""12/20/2021""), date <= mdy(""1/1/2024"")) %>% arrange(desc(amountETH)) %>% slice(1)",date,lessTrans
19,Give the proportion of the number of appearances for each pool value from 3/30/2020 to 8/8/2021,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)",date,lessTrans
19,Calculate the frequency ratio for each pool between the dates of 30th March 2020 and 8th August 2021.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)",date,lessTrans
19,"Provide the proportional counts for each type of pool from March 30, 2020 to August 8, 2021.","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)",date,lessTrans
19,Determine the percentage of each pool from 3/30/2020 to 8/8/2021.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)",date,lessTrans
19,What's the count ratio for each pool from 30/03/2020 to 08/08/2021?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% filter(timestamp >= mdy('3/30/2020'), timestamp <= mdy('8/8/2021')) %>% count(pool) %>% mutate(freq = n / sum(n)) %>% select(-n)",date,lessTrans
20,What month of the year did the latest and earliest transactions take place?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))",date,lessTrans
20,Can you determine the months in which the earliest and latest transactions were recorded?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))",date,lessTrans
20,Identify the months during which the first and last transactions occurred.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))",date,lessTrans
20,Provide the months that registered the initial and final transactions.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))",date,lessTrans
20,What months captured the commencement and conclusion of transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp)) %>% summarize(earliest_month = month(earliest), latest_month = month(latest))",date,lessTrans
21,What month and year did the latest and earliest transactions take place?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))",date,lessTrans
21,Can you identify the month and year of the most recent and first transactions?,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))",date,lessTrans
21,Please report the timeframes corresponding to the newest and oldest transactions.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))",date,lessTrans
21,I require the month and year details for the initial and final transactions.,"lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))",date,lessTrans
21,"Could you find out the dates of the first and last transactions? Specifically, their month and year?","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))","lessTrans %>% mutate(timestamp = as_datetime(timestamp)) %>% summarize(earliest = min(timestamp), latest = max(timestamp))",date,lessTrans